0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
"(157, 3)","(164, 9)","(55, 12)","(59, 7)","(190, 5)","(38, 13)","(43, 9)","(221, 8)","(184, 11)","(124, 13)","(57, 2)","(156, 14)","(46, 1)","(159, 7)","(32, 3)","(8, 9)","(240, 0)","(204, 0)","(139, 11)","(238, 8)","(97, 4)","(93, 10)","(22, 9)","(118, 10)","(11, 4)","(40, 12)","(26, 8)","(178, 3)","(28, 13)","(66, 10)","(18, 10)","(161, 5)","(16, 13)","(168, 6)","(103, 11)","(210, 4)","(127, 12)","(50, 11)","(198, 1)","(37, 0)","(223, 5)","(29, 14)","(63, 1)","(45, 12)","(148, 8)","(235, 5)","(181, 6)","(75, 12)","(183, 14)","(68, 8)","(149, 7)","(117, 3)","(97, 11)","(139, 11)","(181, 9)","(36, 8)","(121, 2)","(174, 4)","(113, 7)","(88, 5)","(108, 5)","(30, 9)","(56, 11)","(141, 13)","(236, 4)","(85, 6)","(57, 8)","(221, 6)","(20, 7)","(46, 14)","(193, 1)","(196, 0)","(125, 10)","(49, 3)","(235, 8)","(66, 1)","(126, 2)","(48, 10)","(155, 9)","(101, 8)","(229, 8)","(20, 1)","(102, 13)","(81, 7)","(28, 13)","(209, 8)","(158, 3)","(64, 2)","(62, 5)","(179, 4)","(130, 8)","(166, 1)","(127, 12)","(69, 13)","(84, 2)","(109, 9)","(118, 2)","(220, 0)","(116, 10)","(1, 0)"
"(157, 2)","(164, 4)","(55, 0)","(59, 9)","(190, 4)","(38, 8)","(43, 7)","(221, 1)","(184, 0)","(124, 6)","(57, 11)","(156, 2)","(46, 13)","(159, 12)","(32, 7)","(8, 8)","(240, 6)","(204, 12)","(139, 1)","(238, 9)","(97, 8)","(93, 13)","(22, 3)","(118, 13)","(11, 1)","(40, 6)","(26, 6)","(178, 1)","(28, 3)","(66, 13)","(18, 6)","(161, 4)","(16, 8)","(168, 13)","(103, 6)","(210, 10)","(127, 11)","(50, 12)","(198, 13)","(37, 10)","(223, 10)","(29, 5)","(63, 12)","(45, 0)","(148, 2)","(235, 11)","(181, 3)","(75, 7)","(183, 10)","(68, 3)","(149, 6)","(117, 8)","(97, 11)","(139, 2)","(181, 14)","(36, 3)","(121, 5)","(174, 8)","(113, 14)","(88, 12)","(108, 11)","(30, 11)","(56, 4)","(141, 7)","(236, 3)","(85, 5)","(57, 7)","(221, 12)","(20, 11)","(46, 10)","(193, 10)","(196, 12)","(125, 3)","(49, 8)","(235, 1)","(66, 12)","(126, 3)","(48, 1)","(155, 13)","(101, 14)","(229, 2)","(20, 7)","(102, 1)","(81, 5)","(28, 3)","(209, 2)","(158, 5)","(64, 7)","(62, 9)","(179, 13)","(130, 7)","(166, 9)","(127, 11)","(69, 5)","(84, 5)","(109, 11)","(118, 13)","(220, 9)","(116, 8)","(1, 6)"
"(157, 12)","(164, 3)","(55, 5)","(59, 2)","(190, 3)","(38, 7)","(43, 13)","(221, 5)","(184, 6)","(124, 7)","(57, 7)","(156, 6)","(46, 2)","(159, 13)","(32, 6)","(8, 10)","(240, 3)","(204, 1)","(139, 3)","(238, 6)","(97, 8)","(93, 1)","(22, 13)","(118, 7)","(11, 7)","(40, 13)","(26, 13)","(178, 9)","(28, 1)","(66, 2)","(18, 12)","(161, 7)","(16, 11)","(168, 1)","(103, 10)","(210, 13)","(127, 1)","(50, 1)","(198, 0)","(37, 4)","(223, 3)","(29, 8)","(63, 14)","(45, 3)","(148, 4)","(235, 9)","(181, 8)","(75, 9)","(183, 12)","(68, 14)","(149, 2)","(117, 1)","(97, 14)","(139, 9)","(181, 11)","(36, 1)","(121, 0)","(174, 12)","(113, 12)","(88, 8)","(108, 9)","(30, 7)","(56, 9)","(141, 12)","(236, 2)","(85, 1)","(57, 4)","(221, 13)","(20, 5)","(46, 3)","(193, 9)","(196, 14)","(125, 2)","(49, 11)","(235, 3)","(66, 12)","(126, 11)","(48, 13)","(155, 4)","(101, 9)","(229, 5)","(20, 13)","(102, 12)","(81, 0)","(28, 6)","(209, 12)","(158, 4)","(64, 1)","(62, 4)","(179, 14)","(130, 8)","(166, 12)","(127, 14)","(69, 12)","(84, 13)","(109, 14)","(118, 3)","(220, 10)","(116, 0)","(1, 14)"
"(157, 7)","(164, 6)","(55, 7)","(59, 3)","(190, 1)","(38, 5)","(43, 14)","(221, 13)","(184, 4)","(124, 0)","(57, 5)","(156, 1)","(46, 14)","(159, 3)","(32, 9)","(8, 13)","(240, 1)","(204, 10)","(139, 6)","(238, 14)","(97, 2)","(93, 5)","(22, 14)","(118, 9)","(11, 3)","(40, 7)","(26, 9)","(178, 14)","(28, 5)","(66, 3)","(18, 10)","(161, 3)","(16, 7)","(168, 10)","(103, 5)","(210, 9)","(127, 7)","(50, 10)","(198, 5)","(37, 5)","(223, 12)","(29, 4)","(63, 3)","(45, 6)","(148, 8)","(235, 7)","(181, 12)","(75, 5)","(183, 1)","(68, 6)","(149, 3)","(117, 9)","(97, 12)","(139, 9)","(181, 1)","(36, 4)","(121, 1)","(174, 2)","(113, 9)","(88, 13)","(108, 2)","(30, 10)","(56, 3)","(141, 0)","(236, 3)","(85, 12)","(57, 5)","(221, 10)","(20, 10)","(46, 0)","(193, 3)","(196, 5)","(125, 4)","(49, 5)","(235, 2)","(66, 12)","(126, 4)","(48, 0)","(155, 3)","(101, 6)","(229, 4)","(20, 6)","(102, 0)","(81, 1)","(28, 6)","(209, 6)","(158, 11)","(64, 2)","(62, 2)","(179, 10)","(130, 6)","(166, 0)","(127, 5)","(69, 2)","(84, 3)","(109, 6)","(118, 3)","(220, 8)","(116, 10)","(1, 8)"
"(157, 9)","(164, 9)","(55, 14)","(59, 11)","(190, 0)","(38, 4)","(43, 2)","(221, 10)","(184, 2)","(124, 14)","(57, 2)","(156, 0)","(46, 11)","(159, 14)","(32, 5)","(8, 3)","(240, 12)","(204, 14)","(139, 13)","(238, 13)","(97, 10)","(93, 3)","(22, 6)","(118, 0)","(11, 8)","(40, 4)","(26, 7)","(178, 8)","(28, 8)","(66, 2)","(18, 9)","(161, 13)","(16, 10)","(168, 14)","(103, 12)","(210, 12)","(127, 10)","(50, 4)","(198, 4)","(37, 10)","(223, 2)","(29, 3)","(63, 8)","(45, 11)","(148, 6)","(235, 1)","(181, 0)","(75, 8)","(183, 0)","(68, 7)","(149, 13)","(117, 8)","(97, 1)","(139, 3)","(181, 1)","(36, 10)","(121, 10)","(174, 7)","(113, 13)","(88, 7)","(108, 12)","(30, 1)","(56, 11)","(141, 14)","(236, 2)","(85, 9)","(57, 14)","(221, 5)","(20, 11)","(46, 4)","(193, 2)","(196, 1)","(125, 11)","(49, 0)","(235, 5)","(66, 3)","(126, 10)","(48, 7)","(155, 11)","(101, 5)","(229, 12)","(20, 0)","(102, 10)","(81, 10)","(28, 6)","(209, 7)","(158, 2)","(64, 0)","(62, 6)","(179, 3)","(130, 5)","(166, 9)","(127, 8)","(69, 14)","(84, 9)","(109, 9)","(118, 3)","(220, 13)","(116, 5)","(1, 4)"
"(157, 5)","(164, 12)","(55, 3)","(59, 8)","(190, 11)","(38, 6)","(43, 4)","(221, 9)","(184, 6)","(124, 2)","(57, 9)","(156, 7)","(46, 10)","(159, 5)","(32, 11)","(8, 0)","(240, 14)","(204, 4)","(139, 14)","(238, 12)","(97, 6)","(93, 2)","(22, 9)","(118, 2)","(11, 9)","(40, 8)","(26, 8)","(178, 0)","(28, 11)","(66, 4)","(18, 3)","(161, 14)","(16, 1)","(168, 2)","(103, 11)","(210, 10)","(127, 2)","(50, 3)","(198, 3)","(37, 6)","(223, 13)","(29, 14)","(63, 2)","(45, 9)","(148, 1)","(235, 8)","(181, 7)","(75, 10)","(183, 7)","(68, 4)","(149, 5)","(117, 4)","(97, 6)","(139, 3)","(181, 1)","(36, 6)","(121, 13)","(174, 14)","(113, 5)","(88, 9)","(108, 1)","(30, 9)","(56, 4)","(141, 11)","(236, 6)","(85, 14)","(57, 10)","(221, 4)","(20, 4)","(46, 7)","(193, 4)","(196, 6)","(125, 12)","(49, 2)","(235, 5)","(66, 13)","(126, 6)","(48, 1)","(155, 5)","(101, 14)","(229, 6)","(20, 7)","(102, 4)","(81, 4)","(28, 2)","(209, 1)","(158, 6)","(64, 11)","(62, 4)","(179, 8)","(130, 13)","(166, 8)","(127, 6)","(69, 3)","(84, 5)","(109, 14)","(118, 3)","(220, 7)","(116, 12)","(1, 5)"
"(157, 8)","(164, 1)","(55, 8)","(59, 6)","(190, 10)","(38, 12)","(43, 10)","(221, 4)","(184, 7)","(124, 13)","(57, 3)","(156, 13)","(46, 8)","(159, 12)","(32, 8)","(8, 5)","(240, 8)","(204, 3)","(139, 4)","(238, 6)","(97, 0)","(93, 11)","(22, 12)","(118, 6)","(11, 2)","(40, 2)","(26, 3)","(178, 12)","(28, 5)","(66, 1)","(18, 4)","(161, 2)","(16, 7)","(168, 12)","(103, 2)","(210, 2)","(127, 5)","(50, 0)","(198, 0)","(37, 14)","(223, 6)","(29, 12)","(63, 13)","(45, 10)","(148, 0)","(235, 10)","(181, 14)","(75, 4)","(183, 9)","(68, 12)","(149, 0)","(117, 0)","(97, 11)","(139, 0)","(181, 1)","(36, 14)","(121, 14)","(174, 4)","(113, 10)","(88, 2)","(108, 13)","(30, 7)","(56, 10)","(141, 1)","(236, 14)","(85, 4)","(57, 10)","(221, 3)","(20, 3)","(46, 5)","(193, 8)","(196, 14)","(125, 0)","(49, 4)","(235, 12)","(66, 3)","(126, 9)","(48, 9)","(155, 8)","(101, 9)","(229, 1)","(20, 9)","(102, 9)","(81, 7)","(28, 9)","(209, 3)","(158, 13)","(64, 4)","(62, 12)","(179, 11)","(130, 4)","(166, 14)","(127, 12)","(69, 0)","(84, 12)","(109, 0)","(118, 3)","(220, 2)","(116, 7)","(1, 2)"
"(157, 11)","(164, 5)","(55, 2)","(59, 4)","(190, 4)","(38, 11)","(43, 13)","(221, 11)","(184, 12)","(124, 8)","(57, 11)","(156, 10)","(46, 6)","(159, 7)","(32, 13)","(8, 9)","(240, 7)","(204, 0)","(139, 10)","(238, 9)","(97, 7)","(93, 4)","(22, 2)","(118, 11)","(11, 10)","(40, 8)","(26, 2)","(178, 4)","(28, 14)","(66, 12)","(18, 8)","(161, 12)","(16, 2)","(168, 3)","(103, 14)","(210, 12)","(127, 13)","(50, 14)","(198, 4)","(37, 2)","(223, 9)","(29, 9)","(63, 7)","(45, 1)","(148, 7)","(235, 0)","(181, 2)","(75, 14)","(183, 1)","(68, 9)","(149, 12)","(117, 3)","(97, 11)","(139, 14)","(181, 0)","(36, 12)","(121, 5)","(174, 6)","(113, 3)","(88, 10)","(108, 3)","(30, 6)","(56, 13)","(141, 2)","(236, 12)","(85, 0)","(57, 6)","(221, 14)","(20, 12)","(46, 13)","(193, 9)","(196, 0)","(125, 1)","(49, 6)","(235, 12)","(66, 10)","(126, 12)","(48, 5)","(155, 6)","(101, 0)","(229, 11)","(20, 5)","(102, 11)","(81, 3)","(28, 14)","(209, 6)","(158, 14)","(64, 10)","(62, 7)","(179, 1)","(130, 10)","(166, 12)","(127, 12)","(69, 8)","(84, 4)","(109, 5)","(118, 3)","(220, 8)","(116, 10)","(1, 0)"
"(157, 14)","(164, 7)","(55, 9)","(59, 12)","(190, 7)","(38, 0)","(43, 6)","(221, 2)","(184, 10)","(124, 1)","(57, 8)","(156, 12)","(46, 9)","(159, 9)","(32, 2)","(8, 7)","(240, 13)","(204, 9)","(139, 5)","(238, 8)","(97, 11)","(93, 14)","(22, 11)","(118, 13)","(11, 5)","(40, 11)","(26, 4)","(178, 13)","(28, 2)","(66, 9)","(18, 11)","(161, 3)","(16, 9)","(168, 14)","(103, 10)","(210, 11)","(127, 6)","(50, 7)","(198, 14)","(37, 8)","(223, 8)","(29, 6)","(63, 11)","(45, 4)","(148, 13)","(235, 13)","(181, 1)","(75, 5)","(183, 8)","(68, 1)","(149, 1)","(117, 11)","(97, 4)","(139, 14)","(181, 4)","(36, 10)","(121, 8)","(174, 1)","(113, 4)","(88, 6)","(108, 10)","(30, 14)","(56, 10)","(141, 4)","(236, 13)","(85, 10)","(57, 0)","(221, 2)","(20, 8)","(46, 2)","(193, 12)","(196, 7)","(125, 5)","(49, 12)","(235, 4)","(66, 10)","(126, 5)","(48, 10)","(155, 8)","(101, 12)","(229, 7)","(20, 1)","(102, 6)","(81, 0)","(28, 14)","(209, 3)","(158, 3)","(64, 9)","(62, 13)","(179, 0)","(130, 4)","(166, 0)","(127, 0)","(69, 1)","(84, 11)","(109, 7)","(118, 11)","(220, 6)","(116, 4)","(1, 10)"
"(157, 10)","(164, 0)","(55, 7)","(59, 11)","(190, 8)","(38, 10)","(43, 2)","(221, 3)","(184, 1)","(124, 10)","(57, 12)","(156, 11)","(46, 12)","(159, 13)","(32, 6)","(8, 0)","(240, 4)","(204, 14)","(139, 2)","(238, 12)","(97, 14)","(93, 8)","(22, 5)","(118, 5)","(11, 1)","(40, 5)","(26, 5)","(178, 10)","(28, 1)","(66, 13)","(18, 1)","(161, 10)","(16, 5)","(168, 6)","(103, 0)","(210, 6)","(127, 4)","(50, 8)","(198, 9)","(37, 0)","(223, 11)","(29, 13)","(63, 0)","(45, 8)","(148, 3)","(235, 4)","(181, 12)","(75, 2)","(183, 3)","(68, 2)","(149, 8)","(117, 14)","(97, 3)","(139, 8)","(181, 13)","(36, 0)","(121, 13)","(174, 7)","(113, 6)","(88, 14)","(108, 4)","(30, 8)","(56, 6)","(141, 10)","(236, 10)","(85, 11)","(57, 3)","(221, 9)","(20, 9)","(46, 1)","(193, 5)","(196, 5)","(125, 8)","(49, 10)","(235, 14)","(66, 10)","(126, 0)","(48, 12)","(155, 7)","(101, 4)","(229, 8)","(20, 3)","(102, 9)","(81, 12)","(28, 7)","(209, 5)","(158, 8)","(64, 13)","(62, 8)","(179, 12)","(130, 9)","(166, 7)","(127, 1)","(69, 8)","(84, 9)","(109, 4)","(118, 11)","(220, 14)","(116, 6)","(1, 13)"
"(157, 7)","(164, 13)","(55, 4)","(59, 13)","(190, 8)","(38, 4)","(43, 1)","(221, 14)","(184, 5)","(124, 4)","(57, 9)","(156, 9)","(46, 7)","(159, 8)","(32, 7)","(8, 14)","(240, 2)","(204, 13)","(139, 6)","(238, 7)","(97, 3)","(93, 6)","(22, 0)","(118, 1)","(11, 6)","(40, 12)","(26, 0)","(178, 5)","(28, 12)","(66, 0)","(18, 11)","(161, 1)","(16, 4)","(168, 4)","(103, 3)","(210, 4)","(127, 2)","(50, 1)","(198, 1)","(37, 1)","(223, 4)","(29, 11)","(63, 11)","(45, 13)","(148, 1)","(235, 12)","(181, 7)","(75, 8)","(183, 13)","(68, 5)","(149, 14)","(117, 12)","(97, 4)","(139, 8)","(181, 8)","(36, 9)","(121, 0)","(174, 12)","(113, 2)","(88, 4)","(108, 0)","(30, 4)","(56, 0)","(141, 5)","(236, 6)","(85, 9)","(57, 10)","(221, 1)","(20, 1)","(46, 6)","(193, 1)","(196, 6)","(125, 13)","(49, 9)","(235, 7)","(66, 10)","(126, 8)","(48, 11)","(155, 2)","(101, 9)","(229, 9)","(20, 10)","(102, 2)","(81, 10)","(28, 6)","(209, 14)","(158, 9)","(64, 8)","(62, 10)","(179, 14)","(130, 4)","(166, 6)","(127, 7)","(69, 4)","(84, 8)","(109, 1)","(118, 1)","(220, 11)","(116, 1)","(1, 4)"
"(157, 0)","(164, 3)","(55, 1)","(59, 5)","(190, 2)","(38, 14)","(43, 7)","(221, 3)","(184, 6)","(124, 0)","(57, 5)","(156, 3)","(46, 1)","(159, 11)","(32, 4)","(8, 11)","(240, 5)","(204, 11)","(139, 12)","(238, 10)","(97, 9)","(93, 2)","(22, 3)","(118, 3)","(11, 0)","(40, 2)","(26, 9)","(178, 13)","(28, 0)","(66, 12)","(18, 0)","(161, 8)","(16, 13)","(168, 7)","(103, 9)","(210, 8)","(127, 8)","(50, 5)","(198, 11)","(37, 3)","(223, 1)","(29, 2)","(63, 14)","(45, 2)","(148, 12)","(235, 2)","(181, 5)","(75, 4)","(183, 4)","(68, 0)","(149, 13)","(117, 7)","(97, 0)","(139, 7)","(181, 10)","(36, 8)","(121, 11)","(174, 0)","(113, 12)","(88, 3)","(108, 4)","(30, 1)","(56, 7)","(141, 1)","(236, 7)","(85, 12)","(57, 10)","(221, 12)","(20, 14)","(46, 11)","(193, 9)","(196, 3)","(125, 8)","(49, 1)","(235, 11)","(66, 6)","(126, 2)","(48, 14)","(155, 14)","(101, 1)","(229, 13)","(20, 11)","(102, 14)","(81, 13)","(28, 1)","(209, 0)","(158, 3)","(64, 6)","(62, 1)","(179, 13)","(130, 14)","(166, 13)","(127, 7)","(69, 9)","(84, 8)","(109, 12)","(118, 0)","(220, 2)","(116, 11)","(1, 3)"
"(157, 4)","(164, 14)","(55, 3)","(59, 1)","(190, 11)","(38, 12)","(43, 7)","(221, 0)","(184, 3)","(124, 7)","(57, 2)","(156, 8)","(46, 0)","(159, 14)","(32, 0)","(8, 0)","(240, 9)","(204, 8)","(139, 9)","(238, 0)","(97, 0)","(93, 14)","(22, 8)","(118, 9)","(11, 10)","(40, 14)","(26, 5)","(178, 2)","(28, 7)","(66, 9)","(18, 5)","(161, 9)","(16, 9)","(168, 2)","(103, 13)","(210, 5)","(127, 14)","(50, 6)","(198, 6)","(37, 2)","(223, 11)","(29, 7)","(63, 1)","(45, 0)","(148, 10)","(235, 6)","(181, 7)","(75, 13)","(183, 6)","(68, 13)","(149, 11)","(117, 13)","(97, 13)","(139, 7)","(181, 8)","(36, 7)","(121, 7)","(174, 3)","(113, 13)","(88, 8)","(108, 6)","(30, 6)","(56, 2)","(141, 2)","(236, 3)","(85, 1)","(57, 9)","(221, 11)","(20, 0)","(46, 3)","(193, 14)","(196, 5)","(125, 9)","(49, 13)","(235, 11)","(66, 6)","(126, 7)","(48, 10)","(155, 12)","(101, 2)","(229, 3)","(20, 13)","(102, 5)","(81, 3)","(28, 10)","(209, 9)","(158, 14)","(64, 2)","(62, 0)","(179, 6)","(130, 1)","(166, 9)","(127, 8)","(69, 10)","(84, 2)","(109, 11)","(118, 7)","(220, 7)","(116, 2)","(1, 7)"
"(157, 5)","(164, 12)","(55, 6)","(59, 8)","(190, 1)","(38, 3)","(43, 11)","(221, 6)","(184, 9)","(124, 12)","(57, 11)","(156, 12)","(46, 3)","(159, 9)","(32, 11)","(8, 12)","(240, 10)","(204, 3)","(139, 7)","(238, 1)","(97, 13)","(93, 12)","(22, 13)","(118, 12)","(11, 3)","(40, 5)","(26, 1)","(178, 4)","(28, 4)","(66, 8)","(18, 3)","(161, 1)","(16, 0)","(168, 9)","(103, 8)","(210, 1)","(127, 14)","(50, 2)","(198, 2)","(37, 9)","(223, 14)","(29, 6)","(63, 6)","(45, 14)","(148, 11)","(235, 5)","(181, 9)","(75, 9)","(183, 11)","(68, 3)","(149, 5)","(117, 2)","(97, 7)","(139, 10)","(181, 1)","(36, 1)","(121, 10)","(174, 11)","(113, 9)","(88, 1)","(108, 7)","(30, 12)","(56, 5)","(141, 4)","(236, 2)","(85, 5)","(57, 13)","(221, 5)","(20, 7)","(46, 8)","(193, 6)","(196, 9)","(125, 11)","(49, 14)","(235, 11)","(66, 8)","(126, 13)","(48, 5)","(155, 4)","(101, 9)","(229, 0)","(20, 8)","(102, 8)","(81, 6)","(28, 11)","(209, 13)","(158, 10)","(64, 3)","(62, 2)","(179, 11)","(130, 14)","(166, 5)","(127, 8)","(69, 12)","(84, 14)","(109, 10)","(118, 6)","(220, 5)","(116, 5)","(1, 1)"
"(157, 13)","(164, 8)","(55, 2)","(59, 12)","(190, 0)","(38, 4)","(43, 3)","(221, 1)","(184, 4)","(124, 5)","(57, 14)","(156, 11)","(46, 1)","(159, 3)","(32, 12)","(8, 2)","(240, 8)","(204, 7)","(139, 8)","(238, 4)","(97, 10)","(93, 8)","(22, 4)","(118, 8)","(11, 12)","(40, 4)","(26, 11)","(178, 7)","(28, 2)","(66, 5)","(18, 9)","(161, 10)","(16, 12)","(168, 5)","(103, 1)","(210, 3)","(127, 3)","(50, 13)","(198, 8)","(37, 1)","(223, 10)","(29, 11)","(63, 1)","(45, 3)","(148, 4)","(235, 0)","(181, 13)","(75, 11)","(183, 2)","(68, 13)","(149, 12)","(117, 10)","(97, 7)","(139, 5)","(181, 3)","(36, 5)","(121, 9)","(174, 11)","(113, 2)","(88, 11)","(108, 3)","(30, 0)","(56, 7)","(141, 9)","(236, 11)","(85, 8)","(57, 10)","(221, 4)","(20, 2)","(46, 14)","(193, 13)","(196, 10)","(125, 6)","(49, 7)","(235, 11)","(66, 8)","(126, 0)","(48, 6)","(155, 4)","(101, 13)","(229, 10)","(20, 8)","(102, 14)","(81, 14)","(28, 13)","(209, 10)","(158, 7)","(64, 5)","(62, 4)","(179, 12)","(130, 11)","(166, 4)","(127, 13)","(69, 6)","(84, 12)","(109, 2)","(118, 10)","(220, 6)","(116, 5)","(1, 8)"
"(157, 6)","(164, 4)","(55, 1)","(59, 10)","(190, 6)","(38, 8)","(43, 5)","(221, 3)","(184, 8)","(124, 9)","(57, 2)","(156, 9)","(46, 5)","(159, 12)","(32, 14)","(8, 6)","(240, 8)","(204, 9)","(139, 2)","(238, 13)","(97, 2)","(93, 14)","(22, 8)","(118, 12)","(11, 14)","(40, 10)","(26, 14)","(178, 11)","(28, 6)","(66, 7)","(18, 7)","(161, 8)","(16, 4)","(168, 11)","(103, 2)","(210, 2)","(127, 1)","(50, 9)","(198, 3)","(37, 11)","(223, 5)","(29, 2)","(63, 9)","(45, 5)","(148, 2)","(235, 3)","(181, 11)","(75, 1)","(183, 5)","(68, 2)","(149, 1)","(117, 10)","(97, 7)","(139, 4)","(181, 3)","(36, 13)","(121, 3)","(174, 13)","(113, 12)","(88, 0)","(108, 14)","(30, 3)","(56, 1)","(141, 2)","(236, 8)","(85, 7)","(57, 11)","(221, 5)","(20, 4)","(46, 10)","(193, 3)","(196, 5)","(125, 14)","(49, 5)","(235, 11)","(66, 4)","(126, 2)","(48, 4)","(155, 12)","(101, 8)","(229, 5)","(20, 2)","(102, 1)","(81, 9)","(28, 10)","(209, 3)","(158, 0)","(64, 11)","(62, 9)","(179, 4)","(130, 12)","(166, 6)","(127, 11)","(69, 11)","(84, 10)","(109, 3)","(118, 3)","(220, 12)","(116, 14)","(1, 12)"
"(157, 1)","(164, 3)","(55, 0)","(59, 14)","(190, 14)","(38, 11)","(43, 13)","(221, 12)","(184, 14)","(124, 4)","(57, 10)","(156, 14)","(46, 4)","(159, 7)","(32, 6)","(8, 8)","(240, 2)","(204, 5)","(139, 0)","(238, 11)","(97, 12)","(93, 2)","(22, 5)","(118, 4)","(11, 9)","(40, 2)","(26, 12)","(178, 6)","(28, 11)","(66, 14)","(18, 2)","(161, 12)","(16, 13)","(168, 1)","(103, 4)","(210, 1)","(127, 9)","(50, 11)","(198, 10)","(37, 4)","(223, 1)","(29, 8)","(63, 5)","(45, 7)","(148, 5)","(235, 7)","(181, 4)","(75, 9)","(183, 5)","(68, 2)","(149, 0)","(117, 9)","(97, 6)","(139, 8)","(181, 2)","(36, 1)","(121, 9)","(174, 8)","(113, 11)","(88, 5)","(108, 8)","(30, 11)","(56, 14)","(141, 8)","(236, 5)","(85, 11)","(57, 2)","(221, 9)","(20, 12)","(46, 5)","(193, 2)","(196, 11)","(125, 7)","(49, 3)","(235, 11)","(66, 5)","(126, 14)","(48, 8)","(155, 3)","(101, 14)","(229, 13)","(20, 0)","(102, 3)","(81, 7)","(28, 8)","(209, 7)","(158, 2)","(64, 14)","(62, 1)","(179, 7)","(130, 7)","(166, 5)","(127, 4)","(69, 6)","(84, 7)","(109, 0)","(118, 1)","(220, 1)","(116, 2)","(1, 10)"
"(157, 6)","(164, 0)","(55, 3)","(59, 1)","(190, 2)","(38, 1)","(43, 1)","(221, 3)","(184, 13)","(124, 3)","(57, 1)","(156, 3)","(46, 5)","(159, 7)","(32, 12)","(8, 4)","(240, 0)","(204, 6)","(139, 3)","(238, 9)","(97, 1)","(93, 12)","(22, 2)","(118, 7)","(11, 13)","(40, 12)","(26, 13)","(178, 14)","(28, 10)","(66, 12)","(18, 13)","(161, 6)","(16, 14)","(168, 2)","(103, 7)","(210, 13)","(127, 7)","(50, 3)","(198, 13)","(37, 10)","(223, 6)","(29, 5)","(63, 10)","(45, 11)","(148, 2)","(235, 11)","(181, 11)","(75, 4)","(183, 6)","(68, 5)","(149, 7)","(117, 3)","(97, 6)","(139, 6)","(181, 2)","(36, 14)","(121, 12)","(174, 10)","(113, 8)","(88, 12)","(108, 9)","(30, 13)","(56, 11)","(141, 9)","(236, 0)","(85, 6)","(57, 2)","(221, 2)","(20, 6)","(46, 13)","(193, 4)","(196, 10)","(125, 14)","(49, 8)","(235, 11)","(66, 13)","(126, 1)","(48, 10)","(155, 7)","(101, 11)","(229, 2)","(20, 6)","(102, 14)","(81, 8)","(28, 12)","(209, 1)","(158, 2)","(64, 12)","(62, 10)","(179, 5)","(130, 3)","(166, 11)","(127, 0)","(69, 7)","(84, 6)","(109, 8)","(118, 14)","(220, 4)","(116, 3)","(1, 7)"
"(157, 3)","(164, 14)","(55, 4)","(59, 0)","(190, 13)","(38, 13)","(43, 3)","(221, 7)","(184, 6)","(124, 8)","(57, 6)","(156, 5)","(46, 3)","(159, 4)","(32, 10)","(8, 13)","(240, 0)","(204, 13)","(139, 12)","(238, 10)","(97, 5)","(93, 7)","(22, 7)","(118, 14)","(11, 11)","(40, 9)","(26, 7)","(178, 8)","(28, 13)","(66, 5)","(18, 6)","(161, 11)","(16, 6)","(168, 0)","(103, 3)","(210, 6)","(127, 12)","(50, 14)","(198, 12)","(37, 13)","(223, 6)","(29, 1)","(63, 12)","(45, 5)","(148, 14)","(235, 13)","(181, 10)","(75, 1)","(183, 2)","(68, 11)","(149, 12)","(117, 1)","(97, 6)","(139, 2)","(181, 9)","(36, 3)","(121, 2)","(174, 9)","(113, 0)","(88, 3)","(108, 5)","(30, 7)","(56, 12)","(141, 9)","(236, 13)","(85, 8)","(57, 3)","(221, 1)","(20, 9)","(46, 13)","(193, 2)","(196, 10)","(125, 12)","(49, 14)","(235, 11)","(66, 9)","(126, 11)","(48, 2)","(155, 1)","(101, 3)","(229, 11)","(20, 9)","(102, 14)","(81, 11)","(28, 4)","(209, 2)","(158, 4)","(64, 7)","(62, 4)","(179, 9)","(130, 3)","(166, 
6)","(127, 0)","(69, 3)","(84, 13)","(109, 11)","(118, 5)","(220, 3)","(116, 9)","(1, 13)"
